freeway,direction,lane_type,flow,occupancy,region,temperature,windspeed,weathercode,incident_type,severity,speed
80,N,FR,68,0.28,Fremont,20.1,17.5,5,none,high,58.9
101,N,ML,252,0.015,Fremont,13.8,10.7,0,accident,high,47.6
80,W,FR,105,0.166,Fremont,13.1,17.5,5,accident,high,62.4
680,N,ML,37,0.164,Oakland,12.3,4.0,1,roadwork,low,29.7
880,E,FR,188,0.186,San Jose,10.2,19.2,3,congestion,low,39.5
280,S,ML,207,0.224,San Francisco,23.4,19.4,4,accident,medium,52.1
101,S,HOV,439,0.113,Oakland,13.4,14.8,3,congestion,medium,44.9
880,N,HOV,315,0.081,Fremont,23.2,19.8,4,none,none,26.2
101,S,HOV,290,0.248,San Francisco,13.7,14.1,4,none,high,24.0
101,N,HOV,460,0.065,Oakland,29.6,2.0,5,accident,none,51.3
280,W,OR,169,0.169,Fremont,24.9,4.4,1,congestion,none,51.3
880,W,ML,109,0.071,Oakland,27.0,4.7,5,roadwork,high,30.0
680,N,OR,341,0.055,Fremont,13.3,0.3,3,none,low,51.0
80,N,OR,65,0.012,San Jose,25.2,18.0,1,accident,high,11.1
280,S,HOV,390,0.214,San Jose,29.1,1.9,1,roadwork,high,41.0
101,S,OR,451,0.023,San Jose,21.8,11.6,0,none,low,33.8
80,W,FR,280,0.082,Oakland,16.3,14.6,3,roadwork,high,30.3
101,W,HOV,165,0.288,San Jose,18.9,12.3,4,roadwork,none,56.4
80,N,ML,481,0.028,San Jose,20.3,15.5,0,congestion,high,73.2
680,N,FR,27,0.034,Oakland,16.9,3.0,4,congestion,none,48.6
280,E,ML,222,0.252,Fremont,29.9,11.1,3,roadwork,medium,30.8
680,S,ML,350,0.131,Oakland,13.8,15.9,3,none,high,12.0
80,E,OR,255,0.133,Fremont,29.8,2.9,4,none,medium,56.3
680,S,HOV,334,0.177,San Francisco,12.3,16.8,1,roadwork,medium,60.0
280,E,HOV,121,0.154,San Jose,16.2,18.6,2,accident,none,49.5
680,S,ML,449,0.163,San Francisco,17.6,13.5,1,congestion,high,48.4
101,S,HOV,283,0.052,Oakland,11.9,19.0,3,congestion,high,31.4
680,N,FR,138,0.068,San Francisco,20.6,2.4,1,accident,none,23.9
101,S,ML,339,0.193,San Jose,24.3,15.3,1,none,medium,20.8
80,S,HOV,45,0.104,Fremont,20.2,14.8,5,congestion,high,34.3
101,N,OR,330,0.014,Oakland,21.1,9.6,0,roadwork,high,14.7
101,E,FR,50,0.114,San Jose,18.3,6.3,3,roadwork,none,40.8
280,E,OR,10,0.045,San Jose,29.3,18.3,5,roadwork,high,24.7
880,E,OR,395,0.139,Fremont,24.1,1.3,0,roadwork,high,35.7
280,E,ML,352,0.286,Fremont,18.7,3.6,3,accident,low,74.5
101,W,HOV,188,0.048,Fremont,24.8,2.3,5,none,medium,30.3
80,N,FR,21,0.01,San Jose,12.8,5.9,3,accident,medium,74.1
80,S,ML,293,0.222,Oakland,24.2,16.3,5,congestion,high,35.5
101,W,FR,52,0.18,San Jose,18.6,15.9,3,none,none,57.4
80,S,HOV,451,0.188,Fremont,27.8,18.0,2,none,low,70.4
880,S,FR,28,0.292,Fremont,16.9,7.4,1,none,none,59.5
880,E,HOV,290,0.169,Oakland,10.0,4.6,5,congestion,low,22.8
101,N,ML,299,0.224,Oakland,16.4,0.9,0,none,none,27.6
80,S,HOV,282,0.196,San Francisco,22.8,2.3,5,accident,none,58.2
680,S,FR,294,0.2,Oakland,19.7,6.7,0,none,medium,71.7
280,S,OR,192,0.196,Fremont,12.8,13.8,5,accident,low,20.4
680,E,OR,48,0.131,San Jose,13.5,16.1,2,roadwork,high,34.4
680,E,ML,171,0.248,San Francisco,28.4,11.4,1,roadwork,medium,21.1
280,W,FR,219,0.199,Fremont,18.3,18.3,2,congestion,medium,30.5
680,W,HOV,498,0.049,Fremont,15.5,3.1,5,none,high,73.8
680,E,FR,257,0.074,Fremont,28.4,1.1,3,none,low,27.3
680,W,ML,494,0.09,Oakland,23.4,5.0,5,accident,medium,45.9
880,E,ML,331,0.23,Oakland,14.2,19.1,0,congestion,none,16.1
680,N,OR,117,0.053,San Francisco,15.6,2.7,4,roadwork,medium,57.1
680,S,FR,18,0.207,San Jose,17.8,6.9,3,accident,high,45.4
680,N,OR,494,0.145,Fremont,22.6,1.9,3,roadwork,medium,14.7
880,E,HOV,494,0.04,Fremont,15.7,15.5,5,congestion,none,73.4
280,W,FR,444,0.285,Fremont,10.1,4.8,1,accident,high,24.2
280,W,FR,122,0.116,San Jose,14.2,1.9,4,roadwork,none,19.3
80,N,HOV,48,0.177,Oakland,19.5,3.8,5,none,none,21.7
80,N,ML,126,0.292,Fremont,28.8,14.6,0,roadwork,high,51.0
680,N,HOV,62,0.178,Oakland,15.5,3.5,2,none,none,22.0
280,E,OR,93,0.046,Fremont,24.1,5.8,0,roadwork,medium,74.4
280,N,ML,100,0.089,San Jose,13.6,7.4,4,roadwork,medium,14.5
680,E,OR,345,0.232,San Jose,15.3,4.4,4,accident,medium,54.0
80,N,FR,407,0.08,San Francisco,15.5,14.5,0,accident,high,51.7
280,N,FR,349,0.107,Fremont,18.3,13.2,0,none,low,66.8
80,W,OR,461,0.054,Fremont,20.3,0.4,3,accident,high,52.4
280,E,ML,380,0.206,Fremont,29.4,6.3,2,accident,low,41.3
680,N,ML,65,0.238,San Jose,26.8,5.9,2,accident,low,25.9
280,E,FR,229,0.283,San Jose,17.5,8.2,2,congestion,low,52.7
80,N,HOV,228,0.271,San Jose,26.9,8.2,0,congestion,medium,23.0
680,N,ML,178,0.09,Fremont,28.1,0.9,5,accident,low,59.3
280,W,ML,428,0.246,San Jose,24.9,2.8,2,accident,none,13.0
101,E,ML,52,0.114,Fremont,12.2,0.0,1,congestion,medium,40.8
680,S,FR,205,0.027,Fremont,19.7,1.6,5,accident,medium,43.3
280,S,HOV,231,0.135,San Francisco,27.8,4.6,5,accident,medium,35.7
80,N,ML,129,0.253,San Francisco,17.7,13.9,5,roadwork,medium,42.4
880,S,FR,273,0.124,Fremont,29.0,18.7,3,congestion,high,59.5
680,W,ML,413,0.266,San Jose,24.6,17.5,4,congestion,none,42.3
80,E,FR,393,0.159,San Francisco,20.7,19.2,3,roadwork,none,51.1
80,E,OR,73,0.109,Fremont,17.4,0.3,5,none,high,21.9
80,E,ML,385,0.22,San Jose,28.3,18.2,2,congestion,low,53.9
880,N,ML,415,0.24,Oakland,24.7,5.3,2,congestion,medium,28.4
101,W,ML,262,0.103,Fremont,25.0,13.3,4,none,medium,42.0
101,E,FR,326,0.149,San Jose,23.6,1.8,1,congestion,none,73.4
280,N,FR,210,0.184,San Jose,18.5,3.6,3,none,medium,73.0
280,W,FR,223,0.233,San Jose,24.3,1.4,1,roadwork,low,53.0
680,W,ML,445,0.193,Fremont,21.4,13.5,3,congestion,medium,25.4
880,N,HOV,88,0.238,Oakland,25.9,15.4,4,accident,low,67.2
101,W,HOV,401,0.131,Oakland,27.8,8.0,3,congestion,none,58.2
280,W,ML,439,0.227,Fremont,11.2,13.4,5,roadwork,none,47.4
101,E,ML,22,0.287,San Francisco,17.0,9.1,3,none,none,63.7
101,S,FR,317,0.286,Oakland,25.2,2.3,2,none,high,35.1
280,S,HOV,188,0.085,Fremont,23.3,12.6,1,accident,high,38.8
280,N,HOV,476,0.166,Oakland,29.6,7.2,0,roadwork,low,23.2
280,W,OR,489,0.093,San Francisco,11.6,12.1,2,none,medium,23.5
80,W,ML,170,0.092,Fremont,23.5,5.9,3,roadwork,high,21.1
280,W,ML,276,0.234,Oakland,28.5,18.5,3,congestion,medium,69.9
101,W,HOV,70,0.052,San Jose,14.1,10.9,0,roadwork,high,50.3
880,E,OR,366,0.226,San Jose,26.9,7.0,2,roadwork,medium,44.6
80,S,OR,346,0.125,San Francisco,14.5,16.5,1,congestion,low,42.2
101,E,HOV,198,0.187,Oakland,10.6,6.7,2,accident,medium,13.7
680,W,HOV,28,0.169,San Francisco,19.0,7.5,0,none,low,22.1
280,N,ML,232,0.013,Fremont,13.8,1.8,5,roadwork,low,21.1
680,N,FR,245,0.063,Fremont,11.4,2.0,4,none,low,73.8
80,E,HOV,409,0.105,San Jose,10.0,1.3,3,none,low,34.1
280,S,HOV,461,0.226,Oakland,26.9,10.1,4,roadwork,low,69.7
280,E,FR,473,0.179,San Francisco,23.2,7.7,5,none,low,21.4
101,N,OR,215,0.216,Oakland,10.6,8.0,3,accident,high,42.4
880,S,HOV,228,0.016,San Francisco,21.0,3.3,3,congestion,low,29.2
280,N,HOV,168,0.056,Fremont,19.4,9.3,3,none,high,13.3
80,W,ML,192,0.074,San Francisco,12.7,11.7,3,none,high,37.4
680,E,HOV,167,0.263,San Francisco,23.5,5.8,0,none,low,56.5
80,W,ML,177,0.258,San Francisco,15.4,19.9,3,none,high,25.9
101,W,FR,132,0.252,San Jose,23.2,6.3,5,none,medium,34.1
880,N,HOV,488,0.149,Fremont,11.5,8.9,3,accident,medium,16.7
880,W,OR,443,0.242,San Jose,11.9,6.9,4,roadwork,high,51.3
80,N,ML,291,0.096,Fremont,13.1,16.1,4,accident,low,73.2
101,S,OR,194,0.256,Oakland,24.9,18.5,5,congestion,high,34.1
101,W,OR,196,0.118,Fremont,18.6,3.0,1,congestion,medium,64.8
880,W,OR,97,0.264,Oakland,20.7,14.5,1,none,high,18.3
101,N,FR,222,0.212,San Francisco,29.3,8.0,2,accident,medium,42.8
80,N,OR,412,0.09,Fremont,24.5,13.7,4,accident,high,42.8
101,S,HOV,464,0.078,San Francisco,28.5,8.2,4,accident,medium,58.1
101,W,HOV,61,0.034,Fremont,27.2,17.9,5,congestion,none,68.6
280,S,HOV,370,0.122,Fremont,15.3,12.5,5,roadwork,medium,16.7
680,N,FR,194,0.103,Fremont,12.9,17.1,3,congestion,low,16.0
280,S,HOV,137,0.108,San Jose,19.5,10.3,1,congestion,none,19.5
880,N,OR,178,0.199,Fremont,16.2,12.7,5,roadwork,medium,60.0
680,E,FR,130,0.272,Oakland,22.5,5.8,3,none,none,19.5
101,N,FR,454,0.063,Oakland,14.3,10.2,5,none,low,43.7
80,N,ML,141,0.202,Fremont,25.6,13.8,1,roadwork,none,28.6
101,W,FR,263,0.295,Fremont,29.1,6.1,3,roadwork,high,30.7
101,S,FR,493,0.255,San Francisco,18.2,8.2,5,congestion,medium,40.5
680,E,HOV,48,0.101,Oakland,28.8,16.7,5,congestion,high,13.3
280,N,OR,339,0.152,Oakland,24.1,1.5,1,roadwork,low,63.2
880,S,FR,481,0.166,San Francisco,14.7,13.6,1,none,medium,63.9
880,N,OR,442,0.221,Oakland,12.1,18.0,5,none,none,43.2
280,W,HOV,258,0.159,Fremont,27.1,18.8,1,congestion,none,67.3
680,W,FR,476,0.079,Fremont,24.2,9.4,3,congestion,low,62.3
880,N,FR,463,0.252,Oakland,19.2,11.6,2,congestion,high,69.0
880,E,HOV,46,0.076,San Jose,23.8,2.2,4,accident,none,17.9
80,N,FR,442,0.166,San Francisco,21.7,2.4,5,congestion,medium,61.5
880,N,HOV,165,0.232,Fremont,20.5,11.6,2,congestion,low,24.9
680,W,FR,123,0.048,San Jose,16.6,12.1,3,accident,medium,40.3
101,S,HOV,441,0.143,San Francisco,10.8,18.8,5,accident,none,30.9
101,W,ML,439,0.153,Oakland,13.0,2.2,3,none,high,59.7
101,S,HOV,26,0.166,Oakland,10.0,16.7,5,accident,none,16.6
80,S,HOV,32,0.227,San Jose,19.0,18.2,4,none,high,39.8
280,W,ML,427,0.164,Oakland,15.7,17.3,2,roadwork,none,11.9
880,N,HOV,215,0.021,San Francisco,21.3,18.6,2,congestion,medium,23.7
101,N,FR,412,0.033,Oakland,12.2,13.7,0,none,none,22.4
280,W,HOV,31,0.153,San Francisco,12.5,13.6,2,accident,high,40.6
101,W,FR,451,0.114,San Francisco,29.5,17.2,4,roadwork,low,22.4
80,N,OR,354,0.073,San Jose,26.9,12.8,3,none,none,44.7
280,E,OR,55,0.211,San Jose,13.9,5.2,0,accident,none,54.9
680,W,HOV,494,0.261,San Francisco,21.3,2.0,3,roadwork,high,73.9
880,W,HOV,129,0.264,San Francisco,15.0,18.0,1,accident,low,31.5
680,S,FR,467,0.154,San Jose,23.8,4.5,1,congestion,high,69.2
880,S,FR,253,0.213,San Jose,27.5,8.0,0,none,high,40.3
880,N,OR,415,0.112,Fremont,12.2,4.0,5,roadwork,medium,12.8
280,W,OR,282,0.102,Oakland,28.6,4.4,2,none,medium,66.1
880,N,ML,170,0.202,Oakland,18.5,4.6,5,roadwork,medium,60.4
680,N,OR,454,0.273,Oakland,11.9,16.3,0,none,none,74.0
80,N,OR,31,0.208,Oakland,10.5,12.6,2,roadwork,none,70.0
880,N,ML,212,0.121,San Jose,27.3,9.1,0,congestion,medium,26.5
80,W,OR,219,0.199,Fremont,12.7,19.4,3,congestion,high,29.8
880,W,OR,45,0.175,Oakland,17.9,4.4,3,roadwork,medium,35.1
280,W,OR,388,0.207,San Jose,20.9,15.2,1,accident,medium,15.1
80,E,FR,496,0.056,Oakland,12.5,12.6,2,accident,none,56.5
80,W,ML,258,0.049,Fremont,26.7,1.9,1,none,medium,17.8
280,W,FR,51,0.142,San Francisco,12.9,11.4,0,none,medium,39.6
80,N,ML,229,0.229,San Francisco,24.9,6.4,5,accident,none,71.0
101,S,ML,256,0.151,Oakland,20.4,3.7,5,none,medium,35.6
680,E,OR,490,0.084,San Jose,12.0,4.4,5,accident,low,51.1
680,S,FR,245,0.28,San Jose,26.9,11.7,1,roadwork,none,17.6
880,W,FR,173,0.276,Oakland,23.4,13.6,3,accident,none,44.2
280,S,HOV,196,0.034,San Jose,28.8,9.9,5,congestion,medium,10.9
80,W,ML,57,0.032,Fremont,16.8,11.6,1,roadwork,high,13.7
680,W,HOV,159,0.216,San Francisco,26.5,2.8,5,none,medium,31.4
280,N,OR,497,0.102,San Jose,19.9,19.2,0,congestion,none,23.4
101,S,FR,314,0.144,Oakland,29.6,8.5,1,roadwork,low,57.5
880,E,OR,231,0.284,San Jose,22.1,7.4,1,roadwork,medium,28.0
680,S,OR,298,0.011,San Jose,19.4,1.7,2,accident,high,38.6
280,E,FR,119,0.183,Fremont,26.1,4.3,0,none,high,41.9
280,E,OR,484,0.018,San Jose,12.4,1.7,5,accident,medium,61.1
80,S,FR,202,0.202,San Jose,19.9,2.9,5,congestion,high,48.8
80,E,FR,230,0.174,San Francisco,22.4,18.2,3,accident,high,56.8
280,S,FR,44,0.196,Oakland,25.7,11.0,2,congestion,high,30.3
80,S,OR,142,0.208,San Jose,21.8,18.7,2,none,none,41.8
880,E,ML,71,0.229,Oakland,11.1,19.7,3,roadwork,none,59.4
80,E,ML,140,0.245,Oakland,14.3,15.0,2,congestion,low,13.1
680,E,FR,146,0.037,Oakland,23.6,9.0,0,congestion,low,61.9
680,W,OR,327,0.106,Fremont,27.1,9.9,2,congestion,high,23.7
101,E,HOV,145,0.193,Fremont,23.3,3.8,5,none,low,38.7
880,S,ML,434,0.053,San Francisco,20.1,9.5,4,roadwork,medium,29.8
880,S,ML,431,0.046,Oakland,10.8,18.8,5,none,low,47.7
80,S,HOV,363,0.238,San Francisco,13.2,18.4,2,roadwork,low,34.7
880,N,OR,159,0.208,San Francisco,21.6,17.3,0,accident,low,52.3
680,S,FR,118,0.227,San Francisco,10.2,8.1,3,congestion,high,56.3
880,N,HOV,353,0.014,San Francisco,16.1,4.6,5,roadwork,high,32.0
880,W,HOV,278,0.087,Fremont,18.3,11.8,5,roadwork,medium,49.9
680,N,HOV,353,0.29,Oakland,16.8,7.5,5,roadwork,medium,31.9
80,S,HOV,392,0.162,San Francisco,17.8,18.6,2,congestion,low,22.3
80,S,HOV,210,0.144,San Jose,17.3,10.7,5,roadwork,medium,56.6
80,S,OR,414,0.022,Fremont,24.1,14.5,2,roadwork,high,46.3
880,S,FR,372,0.074,Oakland,11.4,4.7,1,accident,high,49.0
80,E,HOV,344,0.214,San Francisco,23.7,9.9,1,accident,high,37.4
80,N,FR,18,0.236,Oakland,10.5,19.4,2,none,low,14.3
680,N,ML,241,0.057,San Jose,24.5,18.6,2,congestion,medium,26.6
80,N,OR,209,0.151,Fremont,27.3,4.6,4,none,medium,19.2
680,S,HOV,80,0.198,Fremont,12.1,14.1,2,accident,none,50.1
680,N,ML,299,0.284,Fremont,24.8,18.5,2,congestion,medium,46.9
880,W,ML,265,0.209,San Francisco,23.8,17.7,2,none,medium,61.2
680,N,ML,466,0.222,San Francisco,10.6,15.1,5,accident,medium,26.0
680,N,FR,164,0.208,San Francisco,24.3,7.8,1,congestion,medium,54.2
280,S,ML,379,0.035,San Francisco,28.9,17.7,2,congestion,high,22.7
101,W,OR,139,0.227,Fremont,23.5,12.6,0,none,none,45.9
80,W,FR,285,0.122,Fremont,28.5,18.4,2,accident,none,30.4
80,S,ML,85,0.237,San Francisco,10.4,10.1,4,roadwork,none,16.6
680,N,FR,442,0.159,Oakland,28.1,4.8,3,roadwork,none,10.7
880,S,ML,226,0.287,Oakland,20.5,8.6,1,roadwork,medium,42.7
80,S,FR,355,0.118,Fremont,11.0,14.4,4,accident,low,44.9
101,N,FR,445,0.195,San Francisco,28.5,18.0,2,roadwork,low,24.5
880,N,FR,348,0.27,San Francisco,26.6,5.6,4,none,medium,28.5
280,N,HOV,234,0.112,San Francisco,10.0,0.8,4,congestion,low,58.2
680,S,HOV,120,0.087,San Francisco,14.5,0.1,4,none,none,56.6
680,W,HOV,228,0.133,San Francisco,24.9,0.6,2,accident,none,29.1
680,S,FR,210,0.184,San Francisco,11.8,13.3,1,none,none,11.7
680,E,ML,205,0.138,San Jose,26.0,0.6,1,accident,high,22.1
880,W,FR,152,0.291,Fremont,19.9,0.8,3,congestion,low,60.2
280,N,HOV,465,0.113,San Francisco,19.0,7.3,5,congestion,low,40.1
880,S,ML,441,0.123,Oakland,13.8,5.5,4,accident,low,12.1
680,W,OR,347,0.028,Fremont,20.4,16.1,3,none,medium,19.3
101,W,OR,103,0.129,Oakland,20.1,7.5,2,roadwork,none,24.5
101,W,FR,432,0.277,Oakland,11.7,9.4,0,congestion,none,32.9
280,N,ML,128,0.206,San Jose,29.8,15.9,2,accident,medium,48.3
101,S,FR,353,0.111,Fremont,29.5,7.1,0,congestion,none,36.1
680,S,HOV,413,0.021,Fremont,18.7,12.4,3,none,high,21.9
101,E,OR,452,0.154,San Francisco,18.8,19.6,1,none,low,18.3
101,N,OR,442,0.22,San Francisco,26.3,3.2,5,accident,none,19.8
280,S,FR,229,0.287,San Jose,19.5,1.3,4,none,none,19.0
101,E,ML,354,0.068,Oakland,28.9,8.9,5,accident,low,58.0
101,E,FR,498,0.207,San Jose,14.3,19.0,4,congestion,low,12.0
880,S,HOV,205,0.093,Oakland,14.3,19.7,5,none,high,22.3
680,S,HOV,482,0.264,Fremont,17.5,20.0,2,none,none,67.8
680,E,OR,74,0.145,San Jose,14.6,0.7,5,roadwork,medium,27.4
101,W,ML,173,0.148,San Jose,23.1,20.0,0,congestion,high,56.1
680,S,FR,474,0.054,Oakland,22.5,12.0,0,none,none,70.5
280,N,ML,248,0.082,San Jose,20.5,13.8,0,none,medium,60.3
101,E,OR,206,0.164,San Jose,21.3,2.3,2,accident,high,28.8
880,W,OR,202,0.163,San Jose,19.3,3.7,0,roadwork,high,55.3
280,E,FR,431,0.098,Oakland,10.3,0.1,3,accident,low,41.5
101,E,OR,467,0.259,Fremont,30.0,9.3,4,congestion,none,53.8
880,S,OR,153,0.178,Oakland,18.3,4.4,3,roadwork,medium,32.9
880,W,OR,141,0.086,San Francisco,17.2,1.4,3,congestion,low,70.1
101,N,ML,221,0.109,Oakland,26.8,10.3,4,roadwork,medium,29.6
80,W,FR,22,0.262,Oakland,15.2,12.3,5,none,medium,22.9
680,W,ML,99,0.245,San Jose,28.3,12.3,3,roadwork,high,44.8
680,W,OR,272,0.135,Fremont,23.5,10.8,4,roadwork,none,36.1
880,W,ML,35,0.202,San Francisco,12.7,17.5,0,none,low,42.2
80,W,ML,194,0.187,Oakland,26.3,11.6,4,none,none,23.8
101,E,FR,109,0.272,San Jose,13.2,9.3,2,accident,none,38.6
280,N,ML,445,0.043,Oakland,20.9,9.2,4,none,high,59.1
880,W,FR,494,0.14,Oakland,24.0,9.1,0,roadwork,medium,57.8
680,E,HOV,250,0.223,San Jose,25.3,17.5,5,roadwork,low,19.9
80,N,FR,62,0.222,Fremont,13.3,13.1,3,none,medium,35.8
680,S,OR,408,0.251,San Jose,10.6,0.8,4,accident,low,13.8
680,S,HOV,313,0.106,Oakland,18.8,14.5,0,congestion,none,43.3
80,W,FR,360,0.277,San Francisco,15.6,12.7,1,roadwork,none,40.5
680,N,FR,295,0.119,Fremont,14.1,8.0,0,accident,high,69.7
101,E,FR,425,0.238,San Francisco,21.1,6.5,5,roadwork,high,43.9
280,S,OR,161,0.245,San Francisco,22.8,14.0,0,none,medium,59.6
880,N,FR,244,0.13,Oakland,17.3,8.5,0,accident,none,48.5
280,E,OR,232,0.113,San Francisco,24.2,3.1,1,congestion,medium,71.7
101,S,ML,27,0.076,San Jose,10.5,19.7,5,roadwork,none,51.1
880,W,ML,413,0.04,Oakland,14.2,3.6,3,accident,low,16.0
80,E,ML,393,0.215,Oakland,13.4,14.9,1,roadwork,none,48.3
680,N,OR,37,0.087,Oakland,18.9,11.1,0,none,low,52.9
80,W,FR,308,0.255,San Francisco,15.0,3.6,2,congestion,high,53.8
880,S,HOV,333,0.08,Oakland,22.8,19.1,1,roadwork,low,47.3
880,E,HOV,156,0.156,Fremont,25.8,17.1,1,congestion,none,39.0
80,E,OR,168,0.258,San Francisco,25.3,6.0,2,none,high,17.9
80,S,ML,241,0.072,San Jose,10.9,15.0,2,accident,high,74.5
80,E,OR,90,0.151,San Francisco,21.8,12.7,3,accident,low,24.5
101,E,ML,174,0.252,San Francisco,17.0,19.9,1,congestion,high,65.6
680,E,FR,71,0.294,San Jose,23.6,3.3,5,congestion,none,31.8
80,S,FR,139,0.056,San Francisco,27.5,12.5,0,none,high,31.6
280,S,ML,76,0.105,Fremont,22.9,9.6,4,accident,none,65.9
101,E,FR,430,0.127,Oakland,26.1,12.9,5,none,none,55.9
680,W,FR,12,0.222,San Jose,21.7,14.5,2,congestion,medium,51.5
680,W,FR,86,0.179,San Francisco,24.4,2.1,0,roadwork,low,48.6
101,E,OR,466,0.175,San Francisco,25.3,0.3,0,roadwork,low,33.9
80,S,ML,47,0.092,Fremont,18.4,18.0,5,accident,high,32.1
80,S,ML,422,0.095,Oakland,25.9,11.3,2,congestion,medium,42.7
880,N,ML,365,0.237,Fremont,11.1,11.7,2,accident,low,11.5
80,S,FR,86,0.128,San Francisco,13.3,17.0,1,congestion,medium,25.1
880,S,OR,417,0.262,Fremont,13.5,0.4,0,congestion,high,31.8
101,E,FR,330,0.297,Fremont,19.9,3.2,0,none,none,53.0
680,S,FR,223,0.281,Oakland,21.4,13.0,3,roadwork,medium,56.5
280,W,OR,395,0.173,San Jose,19.9,15.7,4,accident,low,16.3
280,W,FR,224,0.093,San Jose,29.1,13.3,5,none,high,33.2
80,N,OR,36,0.134,Oakland,24.6,16.5,3,congestion,low,32.9
880,W,ML,68,0.277,San Jose,25.0,8.8,3,accident,low,31.9
880,W,ML,239,0.038,San Jose,27.5,12.3,4,accident,none,20.0
101,S,HOV,65,0.052,San Francisco,12.3,19.7,0,none,high,61.1
280,E,ML,233,0.145,San Jose,23.8,11.6,4,roadwork,medium,62.9
80,S,FR,180,0.223,San Jose,19.1,9.9,0,roadwork,medium,32.9
101,E,FR,258,0.117,Oakland,29.3,18.2,5,congestion,high,51.6
80,S,OR,413,0.06,Fremont,21.7,2.5,4,accident,high,50.4
80,E,FR,424,0.22,San Francisco,28.4,19.9,5,accident,low,66.0
280,W,OR,119,0.214,San Jose,28.0,2.5,5,roadwork,high,55.5
880,S,FR,185,0.18,Fremont,22.5,2.3,1,none,high,47.1
101,S,FR,396,0.164,Oakland,21.4,13.1,2,roadwork,medium,55.4
680,N,ML,424,0.177,San Francisco,26.0,0.0,5,congestion,medium,26.9
880,N,HOV,299,0.078,Oakland,17.6,17.3,2,accident,medium,12.8
80,E,HOV,11,0.257,Oakland,22.6,2.5,3,roadwork,none,73.1
880,W,ML,250,0.251,San Jose,29.7,9.5,5,roadwork,low,27.2
101,N,FR,159,0.257,San Jose,23.2,9.5,1,roadwork,medium,66.1
80,S,FR,382,0.146,San Jose,27.1,10.2,4,accident,medium,16.2
680,E,FR,143,0.209,San Francisco,21.3,8.2,2,accident,none,40.4
280,N,OR,223,0.179,San Jose,28.1,13.9,1,congestion,high,17.2
80,N,FR,230,0.05,Fremont,24.4,8.2,2,accident,high,42.5
880,N,FR,140,0.153,San Jose,17.4,1.4,0,accident,none,54.5
101,S,OR,113,0.282,San Francisco,13.5,15.4,1,none,medium,72.2
101,E,HOV,200,0.292,Oakland,15.4,14.2,5,roadwork,none,70.7
880,E,FR,214,0.04,Fremont,14.7,15.3,1,roadwork,low,35.3
880,N,FR,425,0.095,San Francisco,21.0,2.3,3,none,high,39.0
680,E,ML,295,0.036,Oakland,17.6,17.1,0,congestion,low,14.1
80,W,HOV,370,0.12,Fremont,17.7,1.8,3,none,medium,71.7
880,W,HOV,421,0.026,Oakland,24.8,18.4,0,none,none,66.5
280,W,HOV,256,0.029,Oakland,18.7,18.5,4,none,low,68.2
101,S,HOV,158,0.128,Fremont,19.1,3.7,1,congestion,high,32.7
101,N,ML,329,0.15,Fremont,10.1,7.9,5,none,medium,70.1
80,S,ML,278,0.246,Fremont,10.0,15.8,1,congestion,medium,60.5
80,E,HOV,176,0.055,Oakland,16.6,5.7,5,roadwork,high,23.5
101,S,FR,26,0.119,San Francisco,13.9,0.8,3,roadwork,none,47.0
880,E,HOV,79,0.119,San Jose,10.6,1.2,4,accident,medium,64.4
880,S,FR,108,0.273,Oakland,25.7,0.4,3,none,high,15.6
80,W,FR,499,0.039,San Jose,14.1,19.9,2,congestion,medium,57.6
80,W,HOV,190,0.213,San Jose,15.2,5.7,5,accident,none,33.1
280,N,HOV,63,0.167,San Jose,15.2,17.7,5,accident,none,28.0
80,E,OR,489,0.124,San Francisco,22.4,4.8,5,roadwork,none,51.1
80,S,ML,32,0.09,San Jose,21.8,11.3,0,accident,none,61.6
280,W,OR,227,0.294,Oakland,17.0,19.6,0,accident,medium,32.3
80,E,HOV,124,0.112,Oakland,12.1,7.8,3,accident,low,14.0
680,N,OR,386,0.137,Oakland,22.4,12.4,0,accident,high,42.9
280,E,HOV,414,0.042,Fremont,20.3,19.0,5,accident,none,70.3
880,E,FR,464,0.275,Fremont,11.5,4.4,3,none,none,48.0
680,E,ML,426,0.251,Fremont,25.8,16.8,3,roadwork,low,43.6
680,E,ML,359,0.181,San Jose,22.5,12.7,1,none,none,47.9
280,S,ML,209,0.194,San Jose,11.5,7.9,0,none,medium,72.8
680,S,HOV,126,0.057,Oakland,23.4,3.8,0,roadwork,none,33.5
101,E,OR,340,0.164,San Francisco,19.3,3.4,1,accident,high,26.9
101,S,OR,13,0.096,San Jose,27.3,14.3,3,roadwork,high,42.2
80,E,ML,214,0.119,San Francisco,19.7,7.5,5,none,none,45.8
880,E,FR,244,0.24,San Francisco,24.5,12.8,2,none,high,20.9
80,S,HOV,48,0.058,Fremont,24.5,17.1,1,roadwork,none,23.5
680,S,OR,103,0.046,San Jose,28.3,16.3,2,none,low,49.6
101,S,HOV,295,0.03,Oakland,13.8,13.9,2,none,high,38.9
880,W,HOV,63,0.053,Fremont,14.5,16.7,1,roadwork,high,53.2
101,S,ML,281,0.1,San Jose,11.2,18.3,1,congestion,none,11.8
80,N,FR,167,0.142,Fremont,16.3,12.6,3,none,low,74.4
80,N,ML,65,0.231,Oakland,14.9,10.9,5,accident,medium,67.7
